,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf,,
8491,White,2,25.5,3.1,GL,0.99,0.613988095,1,,
8494,White,2,26,2.8,NE,-0.46,0.591666667,1,,
8496,White,2,30,2.8,FW,-0.09,0.641666667,0,,
8499,White,2,28.5,2.7,GL,-0.14,0.613392857,1,,
8500,White,2,33.5,3.7,GL,0.69,0.771130952,1,,
8503,White,1,26,3,GL,-0.28,0.610714286,1,,
8504,White,1,28,2.8,GL,-0.19,0.616666667,1,,
8505,White,2,42,3.2,GL,0.84,0.829761905,1,,
8506,White,2,22.7,3.1,NE,-0.46,0.578988095,1,,
8508,White,2,29,2.7,SE,1.14,0.619642857,1,,
8509,Other,1,30,2.5,NE,0.55,0.613095238,1,,
8510,White,1,38,2.9,GL,0.13,0.751190476,0,,
8511,White,2,24.5,2.9,MS,0.2,0.582440476,1,,
8512,White,2,31,2.2,SE,0.5,0.59702381,1,,
8513,White,1,34,3.6,Mt,1.09,0.767857143,1,,
8514,White,2,30,2.9,NE,1.24,0.651190476,1,,
8515,White,2,25,2.6,FW,0.9,0.560119048,1,,
8516,White,1,25,2.5,SE,0.25,0.550595238,0,,
8518,White,2,26.5,2.7,NE,0.16,0.588392857,1,,
8520,White,2,17,3.5,Mt,0.2,0.545833333,0,,
8522,White,2,26,2.5,NE,-0.58,0.563095238,1,,
8523,Amerindian,1,34,4,NW,1.28,0.805952381,1,,
8524,White,1,37,3.1,GL,0.99,0.757738095,1,,
8526,White,1,30,3.3,GL,0.99,0.689285714,1,,
8528,White,2,23,2.7,GL,-0.19,0.544642857,1,,
8532,White,2,31,2.5,MS,0.6,0.625595238,1,,
8533,White,1,40,3.3,GL,0.99,0.814285714,1,,
8534,White,1,41,3.2,GL,1.64,0.817261905,1,,
8535,White,2,37,2.7,GL,1.54,0.719642857,1,,
8537,White,1,27.3,2.5,FW,1.34,0.579345238,0,,
8538,White,2,31,2.1,MS,0.16,0.5875,1,,
8539,White,2,24.5,3.3,SE,0.87,0.620535714,1,,
8540,White,2,36,2.2,GL,1.49,0.65952381,1,,
8541,White,1,41,2.9,GL,2.02,0.788690476,1,,
8544,White,2,26,2.6,SC,1.28,0.572619048,0,,
8545,White,1,25.5,2.7,MS,-0.09,0.575892857,0,,
8546,White,2,31.3,2.4,GL,-0.4,0.619821429,1,,
8547,White,2,28,2.3,NE,0.46,0.569047619,1,,
8548,White,1,39,2.9,GL,1.39,0.763690476,1,,
8549,White,1,39,3.3,GL,2.02,0.801785714,1,,
8550,White,2,28,2.3,NE,-0.09,0.569047619,1,,
8552,White,2,30.7,2.3,GL,0.16,0.602797619,1,,
8553,White,2,30,2.7,Mt,-0.39,0.632142857,1,,
8555,White,1,33,2.4,SC,-0.24,0.641071429,1,,
8557,White,2,28,2.4,NE,0.46,0.578571429,1,,
8558,White,2,24,2.8,GL,0.84,0.566666667,1,,
8559,White,2,28,2.7,NE,0.16,0.607142857,1,,
8561,White,1,24.5,2.8,NE,-0.68,0.572916667,1,,
8565,Black,2,18,3.3,SE,-2.12,0.539285714,0,,
8566,White,2,31,2.4,GL,0.1,0.616071429,1,,
8567,White,2,31,2.2,GL,-0.14,0.59702381,0,,
8569,White,2,27,2.5,NE,-0.39,0.575595238,1,,
8571,White,1,33,2.6,GL,1.34,0.660119048,1,,
8572,White,2,32,2.4,GL,0.99,0.628571429,1,,
8573,White,1,26.7,3.2,GL,0.2,0.638511905,1,,
8574,Mexican,2,28,2.2,GL,-0.31,0.55952381,1,,
8575,White,1,39,3.5,GL,0.4,0.820833333,1,,
8577,White,2,26,3.1,MS,-0.64,0.620238095,0,,
8578,White,2,27.5,2.9,GL,-0.34,0.619940476,1,,
8580,White,2,27,2.6,NE,0.94,0.585119048,1,,
8581,White,2,24.3,3,NE,-0.05,0.589464286,0,,
8582,White,1,26.5,3.1,GL,-0.19,0.626488095,1,,
8583,White,2,30.5,2.7,NG,0.31,0.638392857,1,,
8586,White,1,27.5,3.8,SE,0.46,0.705654762,1,,
8589,White,1,32,2.6,GL,0.16,0.647619048,1,,
8590,White,2,33.7,3.2,MW,1.43,0.726011905,1,,
8591,White,2,40,3.1,GL,-0.34,0.795238095,1,,
8593,White,2,28,3.4,SE,-0.43,0.673809524,1,,
8594,White,2,22,3,MS,0.8,0.560714286,1,,
8595,White,1,29,2.6,MS,0.2,0.610119048,0,,
8596,White,2,24,2.7,SE,1.39,0.557142857,1,,
8597,White,2,29.7,2.5,NE,0.35,0.609345238,1,,
8599,White,2,34,2.4,MS,1.43,0.653571429,1,,
8600,White,2,39,2.8,GL,0.55,0.754166667,1,,
8605,White,2,22,3,NG,-0.83,0.560714286,1,,
8609,White,2,33,1.9,NE,1.05,0.593452381,1,,
8610,White,2,24.3,3.8,SE,1.14,0.665654762,1,,
8612,White,2,28.5,3,MW,0.25,0.641964286,1,,
8614,White,1,32,2.7,MS,0.16,0.657142857,1,,
8615,White,2,27,2.7,FW,0.31,0.594642857,0,,
8617,White,1,19.5,3.2,GL,0.16,0.548511905,1,,
8618,White,2,18.3,2.7,GL,0.1,0.485892857,1,,
8619,White,1,37,3.4,GL,0.12,0.786309524,1,,
8621,White,1,25,2.6,GL,-0.58,0.560119048,0,,
8622,White,1,34,2.3,GL,1.2,0.644047619,1,,
8623,White,1,33,3.1,GL,1.24,0.707738095,1,,
8624,White,2,38,3.7,GL,1.54,0.827380952,1,,
8625,White,2,35,2.7,MS,1.2,0.694642857,1,,
8626,White,1,32,2.6,GL,1.88,0.647619048,1,,
8627,White,2,23.7,2.8,NE,0.28,0.562916667,0,,
8629,White,2,29.7,2.5,MS,-0.14,0.609345238,1,,
8630,White,2,30,2.1,NE,0.99,0.575,1,,
8631,White,2,43,2.8,GL,0.6,0.804166667,1,,
8632,White,2,24.5,2.4,GL,-0.43,0.534821429,1,,
8634,White,2,25,2.4,SE,-0.93,0.541071429,0,,
8635,White,1,37,3.2,NG,-0.3,0.767261905,1,,
8636,White,2,29.5,3.2,NG,1.97,0.673511905,1,,
8637,White,2,38,2.8,NG,-0.16,0.741666667,1,,
8638,White,2,36,2.7,NG,-1.11,0.707142857,0,,
8639,White,2,41,2.7,NG,-2.1,0.769642857,0,,
8640,White,1,35,2.9,NG,1.72,0.713690476,1,,
8641,White,1,35.5,3.3,NG,2.11,0.758035714,1,,
8643,White,2,30,3.9,NG,0.75,0.746428571,1,,
8644,White,2,34.5,2.8,NG,-0.18,0.697916667,1,,
8645,White,2,32,3.5,MW,0.39,0.733333333,1,,
8646,Asian,2,25,2.5,NG,-1.86,0.550595238,0,,
8647,White,2,39.5,3.2,NG,2.24,0.798511905,1,,
8648,White,1,37,3.1,NG,-0.13,0.757738095,0,,
8650,White,2,41,3.2,NG,1.24,0.817261905,1,,
8651,White,1,31,3.5,NG,-2.21,0.720833333,0,,
8652,White,1,39,3.1,NG,-0.08,0.782738095,1,,
8653,White,1,39,2.6,NG,0.37,0.735119048,1,,
8654,White,2,39,3.1,NE,0.66,0.782738095,1,,
8655,White,1,31,3.7,FW,1.09,0.739880952,1,,
8656,Asian,2,40,3,FW,0.78,0.785714286,1,,
8660,White,2,37,3,FW,0.8,0.748214286,1,,
8661,White,1,39,3.6,FW,1.9,0.830357143,1,,
8662,Amerindian,2,37,2.9,FW,0.34,0.738690476,1,,
8663,Other,2,39,2.6,FW,0.66,0.735119048,1,,
8664,Asian,2,37,2.4,MS,-0.44,0.691071429,0,,
8665,White,2,37,3.5,FW,-0.1,0.795833333,1,,
8666,White,1,34.5,3.1,FW,-0.46,0.726488095,0,,
8667,White,1,35,3,FW,0.71,0.723214286,1,,
8669,Hispanic,2,32,3.4,FW,0.2,0.723809524,1,,
8671,White,2,35,3.2,SC,-0.59,0.742261905,1,,
8672,White,2,35,3.3,FW,0.48,0.751785714,1,,
8673,White,1,40,3.5,FW,0.3,0.833333333,1,,
8674,White,2,40,2.8,FW,-0.16,0.766666667,1,,
8675,White,2,40,2.6,NG,1.49,0.747619048,1,,
8677,Hispanic,1,27,3.2,SE,-0.71,0.642261905,0,,
8678,Mexican,2,31,2.8,FW,-0.23,0.654166667,0,,
8680,Mexican,2,30,2.6,FW,0.31,0.622619048,1,,
8681,White,2,35,3,FW,-0.87,0.723214286,1,,
8682,White,2,34,3,SE,-0.85,0.710714286,1,,
8683,White,2,33.5,3.7,FW,0.43,0.771130952,1,,
8685,Hispanic,1,31,3.4,SE,0.04,0.711309524,1,,
8687,White,1,34,4,Mt,-0.66,0.805952381,1,,
8688,White,1,47,3.6,FW,1.27,0.930357143,1,,
8689,Black,1,29.5,3,FW,-0.1,0.654464286,1,,
8690,White,1,40,3.1,NE,0.28,0.795238095,1,,
8691,White,1,34,3.6,FW,1.22,0.767857143,1,,
8693,White,2,36,3.2,Mt,-0.71,0.754761905,1,,
8695,White,1,41,3.6,FW,1.43,0.855357143,1,,
8696,Mexican,2,32,2.7,FW,-0.22,0.657142857,1,,
8697,White,2,34,3,SC,-0.57,0.710714286,1,,
8698,White,2,36,3.2,Mt,0.39,0.754761905,1,,
8699,White,1,40,2.9,FW,0.51,0.776190476,1,,
8700,White,1,36,3.3,FW,1.02,0.764285714,1,,
8702,White,1,37,3,FW,-0.55,0.748214286,1,,
8703,White,1,35,3.1,FW,-0.28,0.732738095,1,,
8704,White,2,33,3.5,FW,-0.76,0.745833333,1,,
8705,White,1,44,2.1,FW,0.51,0.75,1,,
8706,Hispanic,1,35,2.7,FW,1,0.694642857,1,,
8707,White,1,41,2.6,SE,0.72,0.760119048,1,,
8708,White,1,38,2.8,FW,-1.33,0.741666667,1,,
8709,White,1,34,2.8,FW,-1.15,0.691666667,1,,
8710,White,2,38,2.8,FW,0.66,0.741666667,1,,
8712,White,1,31,3.7,Mt,0.01,0.739880952,1,,
8713,White,2,40,3.5,FW,1.49,0.833333333,1,,
8714,White,1,34,3.3,FW,-0.29,0.739285714,1,,
8715,White,1,38,3.1,FW,1.12,0.770238095,1,,
8716,White,2,41,2.7,FW,2.15,0.769642857,1,,
8717,White,2,45,2.6,FW,0.94,0.810119048,1,,
8718,White,1,38,3.2,FW,-0.59,0.779761905,1,,
8719,White,1,35,3.1,FW,-0.08,0.732738095,1,,
8720,White,2,32,3.1,FW,1.09,0.695238095,1,,
8721,White,1,35,3.4,FW,1.52,0.761309524,1,,
8722,White,1,38,2.7,FW,1.2,0.732142857,1,,
8723,Asian,1,39,2.7,FW,-0.51,0.744642857,1,,
8725,Mexican,1,31,3.1,FW,0.2,0.682738095,1,,
8728,White,1,40,3,FW,2.24,0.785714286,1,,
8729,White,1,38,3,FW,0.46,0.760714286,1,,
8730,White,1,41,3.2,FW,0.53,0.817261905,1,,
8731,White,2,32,3.6,FW,0.5,0.742857143,1,,
8732,White,2,32,2.8,SE,0.98,0.666666667,1,,
8734,Asian,2,34,2.6,FW,-1.8,0.672619048,0,,
8735,Asian,1,31,3.4,FW,-0.19,0.711309524,1,,
8736,White,2,41,2.4,MS,0.12,0.741071429,1,,
8738,White,2,34,3,FW,1.28,0.710714286,1,,
8740,Mexican,1,28,3.3,FW,-0.5,0.664285714,1,,
8741,White,1,34,3.3,FW,0.14,0.739285714,1,,
8742,Asian,1,28,3.2,FW,-1.44,0.654761905,1,,
8743,White,1,38,3.2,FW,-0.07,0.779761905,1,,
8744,White,2,35,3.2,FW,0.87,0.742261905,1,,
8746,White,1,39.5,3.4,MW,1.58,0.817559524,1,,
8748,White,1,36,2.9,FW,-0.21,0.726190476,1,,
8749,White,2,34,3.1,FW,-0.4,0.720238095,1,,
8750,White,1,35,3,FW,0.73,0.723214286,1,,
8751,White,2,37,3,GL,0.86,0.748214286,1,,
8752,White,1,35,3.5,FW,-0.12,0.770833333,1,,
8753,White,2,36,3.1,FW,2.16,0.745238095,1,,
8754,White,1,35,3.1,FW,0.57,0.732738095,1,,
8755,White,1,32.5,3.4,FW,-0.31,0.730059524,1,,
8756,White,2,36,3,FW,1.22,0.735714286,1,,
8757,White,1,38,3.2,FW,0.69,0.779761905,1,,
8758,White,1,29,3.8,FW,0.24,0.724404762,1,,
8760,White,1,32.5,3.3,NE,0.6,0.720535714,1,,
8761,White,2,34,3.2,Mt,-0.62,0.729761905,1,,
8762,White,2,34,3.2,FW,-0.45,0.729761905,1,,
8763,White,2,34,3.6,FW,0.85,0.767857143,1,,
8764,White,2,36,3.4,FW,1.66,0.773809524,1,,
8765,White,1,27.5,3.6,FW,2.21,0.686607143,1,,
8766,White,2,36,3,FW,0.76,0.735714286,1,,
8767,White,2,36,3.3,NE,0.71,0.764285714,1,,
8770,White,2,38,3,FW,0,0.760714286,1,,
8771,White,1,31,3.5,FW,0.22,0.720833333,1,,
8772,Other,2,41,2.6,FW,-0.58,0.760119048,1,,
8774,Mexican,2,28,2.7,FW,0.21,0.607142857,0,,
8775,Asian,2,31.5,2.8,FW,0.82,0.660416667,1,,
8776,White,2,36,3.1,Mt,0.18,0.745238095,1,,
8777,White,2,43,3.1,FW,1.97,0.832738095,1,,
8778,White,1,41,3.3,Mt,0.35,0.826785714,1,,
8780,White,2,37,2.5,FW,-0.97,0.700595238,0,,
8781,Asian,1,30,2.8,FW,-0.32,0.641666667,0,,
8782,Black,2,32,2.7,MS,0.01,0.657142857,0,,
8783,White,2,37,3,FW,1.72,0.748214286,1,,
8784,Mexican,1,29,3.5,FW,1.2,0.695833333,1,,
8786,White,1,39,2.8,FW,-0.77,0.754166667,1,,
8788,White,2,35,2.7,FW,-0.38,0.694642857,0,,
8789,White,1,35,3.4,FW,-0.08,0.761309524,1,,
8790,White,1,33.5,3.3,FW,0.6,0.733035714,1,,
8791,White,1,41,2.5,FW,-0.24,0.750595238,1,,
8792,Asian,2,38,2.4,FW,-2.15,0.703571429,1,,
8794,White,1,28.5,3.6,FW,1.04,0.699107143,1,,
8795,White,2,40,3.6,FW,1.76,0.842857143,1,,
8797,Other,1,38,3.2,FW,0.22,0.779761905,1,,
8798,White,2,36,3,FW,0.19,0.735714286,1,,
8799,Other,2,36,2.9,NE,0.66,0.726190476,1,,
8800,White,2,36,3.1,FW,-0.21,0.745238095,1,,
8801,Black,2,39,2.1,FW,-0.11,0.6875,1,,
8802,White,1,32.5,3.4,FW,1.02,0.730059524,1,,
8804,Hispanic,2,36,2.7,FW,-0.61,0.707142857,0,,
8805,White,2,29,3.5,FW,-0.71,0.695833333,0,,
8807,White,1,35,3.3,FW,-0.57,0.751785714,0,,
8808,White,2,37,2.9,FW,-0.75,0.738690476,1,,
8809,White,1,36,3.3,FW,-0.44,0.764285714,1,,
8811,White,1,40,3,FW,-0.29,0.785714286,1,,
8815,Other,2,43,3.6,FW,1.1,0.880357143,1,,
8816,White,2,35,3.1,FW,0.53,0.732738095,1,,
8817,White,2,34,3.6,FW,0.47,0.767857143,1,,
8818,White,1,35,3.2,FW,1.56,0.742261905,1,,
8819,White,2,38,2.8,SC,0.2,0.741666667,1,,
8820,White,2,36,3.2,FW,-0.51,0.754761905,1,,
8821,White,1,39,2.7,FW,0.15,0.744642857,0,,
8822,White,2,33,3.5,FW,-0.55,0.745833333,1,,
8823,Other,1,36,3.5,FW,0.76,0.783333333,1,,
8824,Mexican,2,33.5,2.6,FW,0.34,0.666369048,1,,
8826,White,1,35,3.1,Mt,-0.04,0.732738095,1,,
8827,White,2,42,2.3,FW,0.81,0.744047619,1,,
8829,White,1,31.5,3.1,NG,-0.02,0.688988095,0,,
8830,White,2,37,3,FW,-1.77,0.748214286,1,,
8831,White,1,39,3.2,FW,0.8,0.792261905,1,,
8832,Mexican,1,37,3,FW,0.06,0.748214286,1,,
8833,White,2,36,3.5,FW,2.03,0.783333333,1,,
8834,Amerindian,1,36,2.6,GL,0.4,0.697619048,1,,
8835,Black,1,28,3,NG,-1.46,0.635714286,1,,
8836,White,2,34,2.8,FW,-0.2,0.691666667,0,,
8837,White,2,35,3.4,NE,0.3,0.761309524,1,,
8838,White,2,33,3.3,FW,2.13,0.726785714,1,,
8839,White,1,43,3.7,FW,0.54,0.889880952,1,,
8842,Asian,2,34,3.1,FW,0.91,0.720238095,1,,
8843,White,1,37,3,FW,0.89,0.748214286,1,,
8844,White,2,33,2.9,FW,0.01,0.688690476,1,,
8845,White,2,35,3.5,FW,0.67,0.770833333,1,,
8846,White,2,36,3.1,NE,-0.23,0.745238095,1,,
8847,Black,1,36,3.2,FW,0.26,0.754761905,1,,
8848,White,1,39,2.8,FW,0.2,0.754166667,1,,
8849,White,2,32.5,3.3,NE,0.1,0.720535714,1,,
8850,White,2,41,2.5,FW,0.1,0.750595238,1,,
8851,White,2,36,3,FW,0.81,0.735714286,1,,
8855,White,2,38,4,FW,0.65,0.855952381,1,,
8856,White,1,34.5,2.9,FW,-0.5,0.707440476,0,,
8857,White,2,41,3.7,FW,1.06,0.864880952,1,,
8858,White,2,48,3.2,NE,1.78,0.904761905,1,,
8859,Asian,1,35,3,FW,-0.17,0.723214286,1,,
8860,White,1,39,2.8,FW,0.18,0.754166667,1,,
8861,White,2,33,3.6,FW,0.44,0.755357143,1,,
8863,Asian,2,31,3.3,FW,-0.26,0.701785714,1,,
8865,White,2,40,3.4,GL,-0.49,0.823809524,0,,
8866,White,2,33,3.8,GL,0.39,0.774404762,0,,
8867,Black,1,32,2.8,GL,-0.89,0.666666667,1,,
8869,Black,2,25,3,GL,-0.36,0.598214286,1,,
8873,White,1,33,3.1,GL,0.43,0.707738095,1,,
8874,White,2,36,3.5,GL,0.84,0.783333333,1,,
8875,White,2,43,3.3,GL,0.14,0.851785714,1,,
8876,Puertorican,1,26,3.4,GL,-1.51,0.648809524,0,,
8877,White,1,40,3.4,GL,-0.66,0.823809524,1,,
8878,White,1,35,3.5,GL,0.86,0.770833333,1,,
8879,Black,2,31,2.8,GL,-0.78,0.654166667,0,,
8880,White,1,43,3.5,NE,0.73,0.870833333,1,,
8881,White,2,38,3.8,GL,0.04,0.836904762,1,,
8882,White,2,41,3.5,GL,1.34,0.845833333,1,,
8883,Hispanic,2,33,3.8,GL,1.03,0.774404762,1,,
8884,White,1,38.5,3.8,GL,0.64,0.843154762,1,,
8885,White,2,45,3.8,GL,1.71,0.924404762,1,,
8886,White,2,34.5,3.1,GL,-1.18,0.726488095,1,,
8887,White,2,42,3.3,GL,-0.44,0.839285714,1,,
8888,White,1,34.7,3.9,GL,1.11,0.805178571,1,,
8889,Other,1,37,4,GL,0.83,0.843452381,1,,
8890,White,2,47,3.2,GL,-1.38,0.892261905,1,,
8892,White,2,41,3.1,GL,1.71,0.807738095,1,,
8893,White,1,38,3.3,MW,-1.38,0.789285714,1,,
8894,White,2,40,3.1,GL,1.03,0.795238095,1,,
8895,White,2,39,3.6,GL,0.04,0.830357143,0,,
8896,Black,2,35,2.6,GL,-1.04,0.685119048,1,,
8897,White,1,38,3.4,GL,-1.04,0.798809524,1,,
8898,Hispanic,1,27,2.8,GL,-1.36,0.604166667,0,,
8899,Black,1,29,3,GL,-1.71,0.648214286,0,,
8900,White,1,39,3.5,GL,1.31,0.820833333,1,,
8901,White,2,40,3.9,GL,0.43,0.871428571,1,,
8902,Asian,2,36,3.2,GL,-0.51,0.754761905,0,,
8903,White,2,40,3.3,GL,-1.56,0.814285714,1,,
8904,White,1,39,3.8,GL,0.08,0.849404762,1,,
8906,White,1,38,3.4,GL,0.36,0.798809524,1,,
8908,White,2,34,3.3,GL,-0.01,0.739285714,1,,
8909,White,1,37,3.4,GL,1.24,0.786309524,1,,
8910,Black,1,29,3,GL,-0.42,0.648214286,1,,
8913,White,1,42,3.8,GL,1.31,0.886904762,1,,
8915,White,2,42,3.9,FW,1.95,0.896428571,1,,
8916,White,2,45,2.6,GL,0.48,0.810119048,1,,
8917,White,2,41,3,GL,1.45,0.798214286,1,,
8918,White,1,44,2.9,GL,1.61,0.826190476,1,,
8919,White,2,40,3.7,GL,-0.81,0.852380952,1,,
8920,White,2,42,3,GL,1.45,0.810714286,1,,
8922,White,1,37,3.8,GL,1.8,0.824404762,1,,
8924,Other,2,28,3.1,GL,-0.09,0.645238095,1,,
8925,Amerindian,1,29,2.9,GL,-1.36,0.638690476,0,,
8926,White,1,38,3.4,GL,0.83,0.798809524,1,,
8927,Black,1,21,3.5,GL,-0.39,0.595833333,0,,
8929,Other,1,32,2.7,GL,-0.79,0.657142857,0,,
8930,White,1,38,3.3,GL,0.58,0.789285714,1,,
8931,White,2,36,3.6,GL,0.68,0.792857143,1,,
8932,White,1,40,3.2,GL,-1.08,0.804761905,1,,
8933,White,2,34,3.5,GL,-0.54,0.758333333,1,,
8934,Black,1,24,3.4,GL,-0.37,0.623809524,1,,
8935,Black,1,27,3.4,GL,-1.81,0.661309524,1,,
8936,White,2,36,3.4,GL,-0.04,0.773809524,1,,
8937,Black,1,29,2.9,GL,-1.24,0.638690476,0,,
8938,White,1,42,2.9,GL,-0.26,0.801190476,1,,
8939,White,1,39,3.3,GL,0.01,0.801785714,1,,
8940,White,2,36,3.5,GL,0.01,0.783333333,1,,
8941,White,1,40,3.2,GL,1.01,0.804761905,1,,
8942,White,2,42,3.5,GL,0.54,0.858333333,1,,
8943,Black,1,24,3.1,GL,-1.34,0.595238095,0,,
8944,White,2,38,3.4,GL,0.36,0.798809524,1,,
8945,White,1,42,3.1,GL,0.99,0.820238095,1,,
8946,White,1,39,3.5,GL,1.21,0.820833333,1,,
8947,Hispanic,2,39,2.8,GL,0.98,0.754166667,1,,
8949,White,1,35,3.5,GL,1.36,0.770833333,1,,
8950,White,2,38,3.2,GL,-0.04,0.779761905,1,,
8951,Black,1,37,3.2,GL,0.26,0.767261905,1,,
8952,White,1,41,3.1,GL,-1.56,0.807738095,1,,
8953,White,2,35,3.6,GL,-0.49,0.780357143,1,,
8954,White,2,37,3.3,GL,0.69,0.776785714,1,,
8955,Asian,1,37,3.5,GL,-0.48,0.795833333,0,,
8956,White,2,41,3.2,GL,-0.78,0.817261905,1,,
8957,White,1,37,3.6,GL,-0.53,0.805357143,0,,
8958,White,2,39,3.4,GL,1.09,0.811309524,1,,
8959,White,2,37,3.7,GL,1.34,0.814880952,1,,
8960,White,2,44,3.2,GL,0.83,0.854761905,1,,
8961,White,1,42,3.5,GL,-0.11,0.858333333,1,,
8963,White,1,40,3.2,GL,0.74,0.804761905,1,,
8964,White,2,38,3,GL,0.48,0.760714286,1,,
8965,White,2,43,3,GL,0.06,0.823214286,1,,
8966,White,1,42,3.4,GL,0.18,0.848809524,1,,
8967,White,1,33,3.7,GL,0.04,0.764880952,1,,
8968,Mexican,1,32,3.3,GL,0.63,0.714285714,1,,
8969,White,1,44,2.8,GL,-0.06,0.816666667,1,,
8970,White,2,39,3.7,GL,0.13,0.839880952,0,,
8971,White,1,39,3.2,GL,0.59,0.792261905,1,,
8972,White,1,33.5,3.7,GL,0.31,0.771130952,1,,
8973,White,1,42,3.5,GL,-0.31,0.858333333,1,,
8974,White,2,37,3.3,GL,0.66,0.776785714,1,,
8975,White,2,38,3.1,GL,-1.19,0.770238095,1,,
8976,White,1,39,3.7,GL,-1.13,0.839880952,0,,
8977,White,2,35,3.6,GL,0.16,0.780357143,1,,
8978,White,2,34,3.7,GL,-0.34,0.777380952,1,,
8981,White,1,41,3.3,GL,0.28,0.826785714,1,,
8982,White,1,33,3.9,GL,-0.63,0.783928571,1,,
8983,White,2,34,3.6,GL,-0.14,0.767857143,1,,
8984,White,2,47,3.1,GL,1.5,0.882738095,1,,
8985,White,1,39,3.6,GL,-0.83,0.830357143,1,,
8986,White,1,41,3.3,GL,1.33,0.826785714,1,,
8987,White,2,33,3.7,GL,-0.53,0.764880952,1,,
8988,Hispanic,1,28,2.9,GL,-2.09,0.626190476,0,,
8989,White,1,36,3.9,GL,0.08,0.821428571,1,,
8990,White,2,36,3.5,GL,0.91,0.783333333,1,,
8991,White,1,41,3.5,GL,-0.26,0.845833333,1,,
8993,Black,2,33,2.5,GL,-0.14,0.650595238,1,,
8994,White,2,33,3.8,GL,-0.78,0.774404762,0,,
8998,Hispanic,2,33,3.7,GL,-1.13,0.764880952,0,,
9000,Amerindian,1,30,3.8,GL,0.28,0.736904762,1,,
9001,White,1,44,3.1,GL,0.61,0.845238095,1,,
9004,White,1,39,3.1,GL,-0.36,0.782738095,1,,
9005,White,2,33,4,GL,0.48,0.793452381,1,,
9007,White,1,42,4,GL,1.95,0.905952381,1,,
9013,Black,1,32,3.2,GL,-1.74,0.704761905,1,,
9017,White,1,38,3.2,GL,0.19,0.779761905,1,,
9019,White,1,40,3.5,GL,-0.34,0.833333333,1,,
9020,White,1,36.5,3.4,GL,0.23,0.780059524,1,,
9021,White,1,37,3.5,GL,1.65,0.795833333,1,,
9022,White,2,40,3.4,GL,0.36,0.823809524,1,,
9023,White,2,43,2.9,GL,0.16,0.813690476,1,,
9024,White,2,43,3,GL,0.73,0.823214286,1,,
9025,White,2,41,3.3,GL,0.21,0.826785714,1,,
9026,White,2,40,3.5,GL,0.46,0.833333333,1,,
9027,Black,1,28,3.2,GL,-1.61,0.654761905,0,,
9029,White,2,40,3.1,GL,0.58,0.795238095,1,,
9030,White,1,42,3,GL,-0.22,0.810714286,1,,
9031,White,1,41,3.1,GL,-0.91,0.807738095,1,,
9032,White,2,35,3.7,GL,-0.07,0.789880952,1,,
9034,White,1,38,3.3,GL,1.31,0.789285714,0,,
9035,White,2,40,3.1,GL,-0.06,0.795238095,1,,
9036,Other,2,37,3.9,GL,1.13,0.833928571,1,,
9037,White,2,37,3.7,GL,0.04,0.814880952,1,,
9038,White,2,35,3.6,GL,1.01,0.780357143,1,,
9039,White,2,35,3.6,GL,-1.19,0.780357143,1,,
9040,White,2,40,2.8,GL,1.29,0.766666667,1,,
9041,White,2,43,3.2,GL,0.88,0.842261905,1,,
9042,White,2,43,3.1,GL,1.83,0.832738095,1,,
9043,White,1,34,3.3,GL,0.39,0.739285714,0,,
9044,White,1,40,3.4,GL,0.94,0.823809524,1,,
9045,Other,1,42,3.2,GL,1.09,0.829761905,1,,
9046,White,2,35,3.6,GL,-0.73,0.780357143,1,,
9047,White,2,37,3.4,GL,0.81,0.786309524,1,,
9050,White,2,39,4,GL,1.19,0.868452381,1,,
9051,White,2,39.5,3.3,GL,0.66,0.808035714,1,,
9052,White,1,39,3.3,GL,-0.89,0.801785714,1,,
9053,White,2,35.5,3.5,GL,1.48,0.777083333,1,,
9054,Black,1,26,3,GL,-1.38,0.610714286,0,,
9055,White,1,41,3,GL,-2.03,0.798214286,1,,
9057,White,1,43,3.4,GL,0.38,0.861309524,1,,
9058,White,2,36,3.7,GL,0.43,0.802380952,1,,
9059,White,2,42,3.5,GL,-0.61,0.858333333,1,,
9061,White,2,37,3.4,GL,-0.02,0.786309524,1,,
9062,White,2,42,3.5,GL,1.56,0.858333333,1,,
9063,White,1,42,3.1,GL,0.46,0.820238095,1,,
9064,Black,2,42,2.9,GL,0.13,0.801190476,1,,
9065,White,1,40,3.5,GL,1.03,0.833333333,1,,
9066,White,1,39,3.6,GL,0.96,0.830357143,1,,
9067,Hispanic,1,32.5,2.7,GL,-0.98,0.663392857,0,,
9068,Amerindian,2,37,3.3,GL,-0.74,0.776785714,0,,
9069,White,2,38,3.3,GL,0.49,0.789285714,1,,
9070,White,2,41,3,GL,-1.14,0.798214286,1,,
9071,White,2,41,3.1,GL,-0.84,0.807738095,1,,
9072,White,2,29,3.6,FW,0.03,0.705357143,1,,
9073,White,2,33,3.3,FW,-0.42,0.726785714,1,,
9074,White,1,38,3.3,FW,1.21,0.789285714,1,,
9075,Asian,1,27.5,3.6,FW,-0.06,0.686607143,1,,
9076,White,1,30,3.3,FW,0.01,0.689285714,1,,
9078,Asian,2,30.5,3.6,FW,-0.24,0.724107143,1,,
9080,White,1,33,3.1,FW,-0.71,0.707738095,1,,
9081,White,1,34,3.4,FW,-0.06,0.748809524,1,,
